cv_rmse,test_source_rmse,test_target_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,learning_rate,num_leaves,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
1.9650940591577493,1.9069127010619709,1.300534839804368,60.0,111.0,214.0,259.0,164.0,84.0,104.0,333.0,188.0,591.0,208.0,153.0,358.0,237.0,0.1,32.0,0.0189280211857675,2.220446049250313e-16,0.0,bn,True,False,False,False,False,False,False
1.9653883490872863,1.8050142324233955,2.143411510318637,65.0,138.0,225.0,252.0,138.0,81.0,111.0,322.0,210.0,590.0,212.0,134.0,356.0,221.0,0.1,32.0,0.0123400376578344,2.220446049250313e-16,0.0,fr,True,False,False,False,False,False,False
1.916442412274029,1.7360430664191806,4.725585980223264,64.0,131.0,219.0,249.0,150.0,99.0,104.0,343.0,186.0,597.0,199.0,179.0,355.0,210.0,0.1,32.0,0.0206826553128203,0.0,0.0,ro,True,False,False,False,False,False,False
1.963801346600757,1.6601510620789366,6.653850905873445,61.0,135.0,252.0,243.0,131.0,82.0,97.0,336.0,198.0,596.0,211.0,149.0,356.0,249.0,0.1,32.0,0.0190051907872179,0.0,0.0,el,True,False,False,False,False,False,False
1.9715387925660164,5.073042441864127,30.291169176232035,82.0,122.0,198.0,256.0,149.0,82.0,113.0,286.0,199.0,660.0,193.0,181.0,333.0,216.0,0.1,32.0,0.0256058918426382,0.0,0.0,ja,True,False,False,False,False,False,False
1.9815853051583616,2.7870418852097005,7.515491271764356,80.0,131.0,237.0,243.0,131.0,93.0,96.0,308.0,194.0,586.0,188.0,151.0,375.0,264.0,0.1,32.0,0.0260846044814167,0.0,8.881784197001252e-16,id,True,False,False,False,False,False,False
1.9719038758897491,1.2128980624692385,0.6457514210298618,66.0,146.0,230.0,259.0,138.0,73.0,105.0,325.0,187.0,574.0,214.0,153.0,362.0,239.0,0.1,32.0,0.0141458453163641,0.0,0.0,de,True,False,False,False,False,False,False
1.9693776027449128,1.4018760884368495,1.18264636834499,53.0,114.0,226.0,254.0,131.0,70.0,93.0,333.0,206.0,614.0,207.0,153.0,365.0,237.0,0.1,32.0,0.0181908139139352,0.0,0.0,he,True,False,False,False,False,False,False
1.9629234568238167,2.8347897759661107,3.552260292894391,73.0,138.0,219.0,236.0,160.0,72.0,105.0,301.0,210.0,609.0,188.0,169.0,374.0,225.0,0.1,32.0,0.0163740133204484,0.0,0.0,zh-TW,True,False,False,False,False,False,False
1.9953555067147029,1.8831982996929209,10.342987453757358,67.6,108.0,158.0,182.2,93.2,48.4,80.8,271.8,132.0,526.8,145.4,114.6,314.0,196.2,0.1,25.6,0.0109361268628713,0.0308165403040032,0.6029188129436337,fa,True,False,False,False,False,False,False
1.7769540973655529,4.992488124784408,52.6033032887518,61.4,86.4,219.4,221.8,142.6,67.0,89.4,295.2,220.6,660.4,127.2,105.2,305.4,154.0,0.1,28.8,0.025921446315955,0.0241002845995808,0.8295615597444168,am,True,False,False,False,False,False,False
1.9776070438173057,1.6127764229699757,3.046056614558968,54.8,130.8,189.2,211.4,131.0,61.6,90.2,301.6,165.0,587.2,184.4,125.8,334.2,207.2,0.1,28.8,0.0112673071037709,0.0406812720921698,0.1201288928014774,vi,True,False,False,False,False,False,False
1.956726430954402,1.6921139014001725,2.4574850414834377,63.0,129.0,219.0,276.0,148.0,72.0,97.0,320.0,213.0,607.0,204.0,145.0,368.0,227.0,0.1,32.0,0.019489624418928,0.0,0.0,hy,True,False,False,False,False,False,False
1.906995799561623,2.53562015494432,19.906541460527997,74.0,115.0,181.0,263.0,152.0,72.0,108.0,327.0,220.0,588.0,202.0,176.0,318.0,271.0,0.1,32.0,0.0188348350241864,0.0,0.0,ru,True,False,False,False,False,False,False
1.9439348978959776,1.183312689941999,2.504759107096353,64.0,105.0,240.0,254.0,164.0,75.0,91.0,334.0,170.0,577.0,188.0,165.0,366.0,253.0,0.1,32.0,0.0198601251979933,0.0,0.0,kn,True,False,False,False,False,False,False
