cv_rmse,test_source_rmse,test_target_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.9669934435349647,3.0059368396828323,3.4940655040932187,0.0028,0.1,0.1,0.046,0.01,0.01,0.1066193668037138,0.1781218783305748,0.9902367852263104,jav,False,True,False,True,False,False,False
2.7760168408681603,3.604973382596806,2.899896438486833,0.01,0.1,0.1,0.01,0.01,0.01,0.0579032297972098,0.0502102406760417,0.0991937214386026,jav,False,False,True,True,False,False,False
2.716967290528802,3.5425528021371,3.323138482433302,0.01,0.1,0.1,0.01,0.01,0.01,0.0426845576038042,0.0886208134314591,0.1542352455927971,jav,False,True,True,True,False,False,False
2.776092531155066,2.53503157644918,6.352391394733859,0.001,0.1,0.1,0.01,0.01,0.01,0.0665149395036586,0.1596493112460595,0.4390348628593793,jav,False,True,False,False,True,False,False
2.7328783582869454,3.0353242176194435,4.014323605194556,0.0064,0.1,0.1,0.01,0.01,0.01,0.1003334281124384,0.3136976562384727,0.2938539618336024,jav,False,False,True,False,True,False,False
2.6147163145701464,2.7634378086041664,4.88330715266707,0.0064,0.1,0.1,0.01,0.01,0.01,0.0820388215559402,0.3418694501910307,0.7619084025441983,jav,False,True,True,False,True,False,False
2.793357581993397,3.4515032361028206,7.7441680554762256,0.001,0.1,0.1,0.01,0.01,0.01,0.0424180399956573,0.2405249202142491,0.4212477686268922,jav,False,True,False,False,False,True,False
2.6962333367003524,5.2533910555778505,4.063487584583911,0.01,0.1,0.1,0.01,0.01,0.01,0.0612249227130267,0.0693941391908058,0.1250047409399977,jav,False,False,True,False,False,True,False
2.5848970707515653,4.315348986936535,4.86768126076247,0.0082,0.1,0.1,0.01,0.01,0.01,0.0632433988574908,0.0510304826257722,0.452080455435186,jav,False,True,True,False,False,True,False
2.677915307112902,2.63712702636062,5.674749035825034,0.0046,0.1,0.1,0.01,0.01,0.01,0.0891179533982236,0.1247382268751233,0.7325760803149444,jav,False,True,False,False,True,True,False
2.619358054113092,3.2903142229017064,3.9500337882703223,0.0082,0.1,0.1,0.01,0.01,0.01,0.0965364227476861,0.2384145391004702,0.2229217329415177,jav,False,False,True,False,True,True,False
2.4903075814504274,3.019505667655604,4.754680435023571,0.0082,0.1,0.1,0.01,0.01,0.01,0.0905392142856386,0.2184547715235691,0.6799292027946635,jav,False,True,True,False,True,True,False
2.574410183638709,4.178562107952244,4.633128997854216,0.001,0.1,0.1,0.01,0.01,0.01,0.064860239881087,0.2041627294004016,0.3619100032626606,jav,False,True,False,False,False,False,True
2.682377127692255,4.354716638523921,2.165900749027725,0.0064,0.1,0.1,0.01,0.01,0.01,0.0677236003249859,0.0918230507116693,0.0553240437209109,jav,False,False,True,False,False,False,True
2.645903467706403,3.284784032503252,3.426041716662779,0.0064,0.1,0.1,0.01,0.01,0.01,0.0814505655091888,0.1069600658578616,0.5489045455213593,jav,False,True,True,False,False,False,True
