source_lang,target_lang,train_dataset,dataset_size,test_dataset,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,eng_target
bel,eng,neulab_tedtalksv1,4510,flores,14.6,0.8,45.8,0.8,10.0,0.6,48.7,0.8,97.7,2.1,0.7278,0.102,16.9,0.8,44.9,0.7,10.9,0.6,47.8,0.7,88.5,1.5,0.7477,0.1096,11.4,0.8,42.4,0.7,8.4,0.5,45.2,0.7,100.7,2.2,0.6827,0.1126,16.6,0.7,44.9,0.6,10.7,0.6,47.8,0.6,86.6,1.4,0.7523,0.0893,25.9,0.9,51.4,0.7,17.6,0.8,54.1,0.7,72.2,1.3,0.8311,0.0524,26.3,0.9,51.8,0.7,18.0,0.8,54.5,0.7,71.7,1.2,0.8327,0.0531,0.1,0.1,15.1,0.3,0.2,0.1,17.2,0.3,190.3,6.4,0.3122,0.0455,0.9,0.1,0.76,0.5983,0.5687,0.9,249.0,1012.0,36.0,36.0,39.0,75.59778270509977,64.04417670682732,106.64229249011858,0.5,0.48,0.48,0.0001055885682776,0.0022574778955289,0.0003613721020737,0.9086420896128854,0.500997919335492,27.53061330800465,0.0312883807673181,0.0555070731385747,0.0712299778513474,0.0041485751133907,0.0056436542043534,0.0118396486026595,0.0724862217903137,0.2748030424118042,0.296463131904602,1.0
bel,eng,neulab_tedtalksv1,4510,MT560_OPUS_Tatoeba,23.8,2.2,51.3,2.2,17.7,2.1,51.5,2.2,81.7,3.4,0.7609,0.1606,22.8,2.7,40.2,2.3,19.8,2.8,40.3,2.4,68.8,3.2,0.6801,0.19,21.4,3.5,52.0,2.6,16.8,2.3,52.2,2.6,85.4,6.3,0.7596,0.1679,26.6,2.7,44.2,2.4,23.3,3.0,44.2,2.5,64.4,3.3,0.7124,0.1887,55.6,3.2,69.2,2.2,50.0,3.7,69.3,2.2,35.7,3.1,0.911,0.0872,56.2,3.2,70.2,2.3,50.6,3.7,70.3,2.3,34.3,3.1,0.9152,0.0838,0.9,0.4,15.1,0.7,1.1,0.5,15.4,0.7,153.5,4.8,0.37,0.0736,0.9,0.1,0.76,0.5983,0.5687,0.9,249.0,500.0,36.0,36.0,32.0,75.59778270509977,64.04417670682732,22.732,0.5,0.4705882352941176,0.4705882352941176,0.0001055885682776,0.0022574778955289,0.002815414393806,0.9086420896128854,0.926399051293366,0.0392721693208773,0.031288380767318,0.0780176650009884,0.0745751780759329,0.0041485751133907,0.0147986417942987,0.0331006995743345,0.0724862217903137,0.2515609860420227,0.2957485914230346,1.0
bel,eng,neulab_tedtalksv1,4510,MT560_OPUS100,13.8,1.9,31.8,1.7,9.3,1.1,33.5,1.8,104.9,3.2,0.6019,0.1799,14.7,2.1,29.0,1.8,11.2,1.5,30.4,1.9,96.2,3.2,0.5681,0.1741,9.2,1.5,29.1,1.7,6.6,0.9,30.8,1.7,114.1,4.5,0.5935,0.183,15.8,1.9,31.2,1.7,11.5,1.4,32.9,1.7,93.2,2.7,0.6059,0.1824,19.2,2.0,35.5,1.8,14.8,1.6,37.4,1.8,95.2,3.4,0.6344,0.1934,19.0,2.1,35.5,1.9,15.0,1.7,37.3,1.9,97.6,3.5,0.6337,0.1908,0.2,0.2,9.9,0.5,0.0,0.0,11.3,0.6,196.7,7.9,0.3444,0.0601,0.9,0.1,0.76,0.5983,0.5687,0.9,249.0,1952.0,36.0,36.0,39.0,75.59778270509977,64.04417670682732,23.67315573770492,0.5,0.48,0.48,0.0001055885682776,0.0022574778955289,0.0008439731659813,0.9086420896128854,0.7654344081398405,2.8050283496865136,0.031288380767318,0.0710660410329947,0.0832430888718822,0.0041485751133907,0.0079406259032415,0.0134137527527907,0.0724862217903137,0.4847208857536316,0.4864953160285949,1.0
amh,eng,OPUS_Tanzil,11470,flores,2.3,0.3,23.7,0.6,1.9,0.3,25.5,0.6,173.2,7.1,0.5014,0.1142,14.6,0.8,37.3,0.8,10.6,0.7,39.2,0.8,83.4,2.1,0.6851,0.1377,2.6,0.3,24.0,0.7,2.2,0.3,25.5,0.7,164.6,8.9,0.5128,0.1245,16.7,0.8,41.0,0.7,12.9,0.8,42.9,0.7,74.0,1.6,0.7208,0.1129,37.0,1.1,58.3,0.8,30.0,1.1,60.2,0.8,50.0,1.2,0.8725,0.0528,36.8,1.1,57.9,0.9,29.4,1.1,59.9,0.9,49.5,1.2,0.8694,0.0554,0.1,0.1,16.1,0.3,0.1,0.1,18.2,0.3,256.8,8.7,0.3814,0.0555,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,1012.0,26.0,26.0,39.0,98.6976460331299,53.936,106.64229249011858,0.5,0.4,0.4,2.2966939973252348e-05,0.0009641056066449,0.0003613721020737,0.952923454854483,0.8769295695845085,2.7818994149850385,0.0208565302341275,0.0923146730200956,0.0924527697557498,0.0018483233083754,0.0153132378648258,0.0236363867497964,0.0427169203758239,0.537079930305481,0.4635035991668701,1.0
amh,eng,OPUS_Tanzil,11470,MT560_OPUS100,19.6,0.9,40.3,0.7,19.3,0.9,41.7,0.7,71.0,1.6,0.7054,0.1358,5.1,0.3,26.1,0.4,4.2,0.3,27.7,0.4,90.2,1.3,0.6078,0.1137,19.2,0.8,39.7,0.7,19.1,0.8,40.9,0.7,66.8,1.6,0.704,0.1318,8.2,0.4,31.2,0.5,6.8,0.4,32.6,0.5,85.4,1.8,0.6475,0.118,24.5,0.8,45.0,0.8,24.1,0.8,46.1,0.8,60.2,1.0,0.7483,0.1199,25.5,0.8,45.6,0.7,24.8,0.8,46.6,0.7,59.4,1.1,0.7449,0.1223,11.9,0.6,31.3,0.6,11.1,0.6,32.4,0.6,92.6,2.0,0.6012,0.1456,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,1983.0,26.0,26.0,36.0,98.6976460331299,53.936,80.28038325769037,0.5,0.4193548387096774,0.4193548387096774,2.2966939973252348e-05,0.0009641056066449,0.0002261363350837,0.952923454854483,0.8071901921710627,10.649662831301766,0.0208565302341284,0.0190909440952072,0.0261685173107096,0.0018483233083754,0.0011461595451503,0.0015039985923428,0.0427169203758239,0.0234961509704589,0.0442302227020263,1.0
amh,eng,OPUS_Tanzil,11470,MT560_OPUS_Tatoeba,7.0,2.4,31.2,3.3,5.2,2.1,31.8,3.3,137.5,11.8,0.6706,0.1613,24.7,4.5,44.5,4.3,21.8,4.9,44.5,4.4,70.3,6.4,0.7795,0.1706,11.8,2.7,41.2,4.0,7.6,2.3,41.2,4.1,106.5,6.7,0.7314,0.1623,34.7,5.1,56.4,4.3,33.1,5.9,56.4,4.4,53.1,5.5,0.8344,0.1566,46.4,5.5,67.3,4.3,39.0,6.5,68.2,4.4,40.4,5.8,0.9223,0.094,51.2,5.7,69.7,4.3,43.7,6.6,70.7,4.4,35.5,5.6,0.921,0.0979,0.0,0.0,12.7,0.8,0.0,0.0,13.6,0.9,286.1,17.0,0.4386,0.0632,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,189.0,26.0,26.0,24.0,98.6976460331299,53.936,15.687830687830688,0.5,0.48,0.48,2.2966939973252348e-05,0.0009641056066449,0.0080944350758853,0.952923454854483,0.9943333026063994,0.7759721013295979,0.0208565302341284,0.0985355856650229,0.1035539495352731,0.0018483233083754,0.029289770850249,0.0373041213858566,0.0427169203758239,0.6284053027629852,0.551267683506012,1.0
amh,eng,OPUS_Tanzil,11470,OPUS_bible,4.6,0.4,29.2,0.6,3.7,0.4,30.8,0.6,124.3,4.2,0.603,0.0965,7.5,0.6,28.2,0.6,5.5,0.5,29.2,0.6,102.5,3.1,0.597,0.1169,6.8,0.5,31.9,0.6,5.5,0.5,33.2,0.6,103.2,3.7,0.6262,0.0951,12.2,0.8,34.5,0.7,9.2,0.7,35.4,0.7,91.4,3.3,0.6577,0.1096,37.2,1.1,60.7,0.8,29.5,1.0,62.1,0.8,53.7,1.7,0.8308,0.0586,37.4,1.1,59.6,0.8,30.7,1.1,61.0,0.8,49.2,1.7,0.8327,0.0574,0.5,0.1,19.8,0.3,0.5,0.1,21.5,0.3,177.3,6.4,0.4587,0.0697,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,1000.0,26.0,26.0,26.0,98.6976460331299,53.936,103.16,0.5,0.5,0.5,2.2966939973252348e-05,0.0009641056066449,0.0002520356727413,0.952923454854483,0.8260524003806063,7.982175431272426,0.0208565302341284,0.0342568852518143,0.0388866973271107,0.0018483233083754,0.003002675973177,0.0046384697361883,0.0427169203758239,0.0620695948600769,0.0653892159461975,1.0
amh,eng,OPUS_Tanzil,11470,bible,4.0,0.3,28.0,0.5,3.3,0.3,29.7,0.5,121.5,3.9,0.5958,0.0938,7.1,0.5,27.8,0.6,5.0,0.5,28.7,0.6,100.8,2.9,0.5898,0.1132,6.1,0.5,30.1,0.6,5.1,0.5,31.5,0.6,101.6,3.8,0.6143,0.0934,11.5,0.7,33.6,0.7,8.5,0.7,34.4,0.7,90.1,3.1,0.6496,0.106,27.2,1.0,52.0,0.7,20.8,0.9,53.5,0.7,61.0,1.7,0.798,0.0647,27.6,0.9,51.4,0.7,21.4,0.9,52.9,0.7,57.3,1.5,0.8006,0.0624,0.6,0.1,19.8,0.3,0.5,0.1,21.7,0.3,172.1,6.1,0.4595,0.0707,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,1000.0,26.0,26.0,26.0,98.6976460331299,53.936,106.372,0.5,0.5,0.5,2.2966939973252348e-05,0.0009641056066449,0.0002444252246831,0.952923454854483,0.8209029520587053,8.669364884899128,0.0208565302341284,0.0451438534492801,0.0510725038403132,0.0018483233083754,0.0054533602775951,0.0077205692305026,0.0427169203758239,0.0766106247901916,0.0822450518608093,1.0
amh,eng,OPUS_Tanzil,11470,MT560_OPUS_GlobalVoices,1.3,0.2,18.5,0.4,0.9,0.1,20.5,0.4,195.9,7.0,0.4846,0.1105,8.5,0.7,27.2,0.7,4.9,0.5,29.4,0.8,103.7,2.6,0.6099,0.1544,1.5,0.2,19.0,0.5,1.1,0.2,20.8,0.5,170.7,7.3,0.4976,0.1206,9.7,0.7,30.1,0.7,6.2,0.5,32.5,0.7,94.3,2.8,0.6562,0.135,19.9,0.9,41.5,0.9,14.4,0.8,44.1,0.9,76.3,1.2,0.7879,0.1294,19.8,0.9,41.2,0.9,13.9,0.8,43.9,0.9,75.6,1.2,0.789,0.1293,0.1,0.1,15.1,0.2,0.1,0.1,17.2,0.2,267.3,7.8,0.3975,0.0603,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,1598.0,26.0,26.0,61.0,98.6976460331299,53.936,94.56821026282852,0.5,0.2988505747126437,0.2988505747126437,2.2966939973252348e-05,0.0009641056066449,0.0004036527263102,0.952923454854483,0.8894418162693806,1.9278020189198235,0.020856530234128,0.0979278304106385,0.0981821813092122,0.0018483233083754,0.0163921025954497,0.0180605014455812,0.0427169203758239,0.4156210422515869,0.3788348436355591,1.0
amh,eng,OPUS_Tanzil,11470,OPUS_Tanzil,12.2,1.4,30.2,1.5,11.6,1.4,31.6,1.5,84.0,2.6,0.6611,0.1216,2.8,0.6,18.7,0.9,2.3,0.6,19.9,1.0,95.0,2.1,0.5493,0.1027,12.6,1.5,29.8,1.5,12.1,1.5,31.0,1.5,77.6,2.4,0.6583,0.12,4.8,1.0,21.5,1.1,4.0,0.9,22.7,1.1,92.8,3.7,0.5857,0.1139,17.4,1.8,34.8,1.6,16.1,1.7,36.0,1.7,73.4,2.5,0.6954,0.1245,16.4,1.8,33.3,1.7,15.1,1.7,34.4,1.7,72.7,2.3,0.686,0.1216,8.6,1.1,25.7,1.2,7.7,1.1,26.8,1.2,100.1,3.8,0.5893,0.1141,1.0,0.3,0.61,0.492,0.4816,0.5,500.0,500.0,26.0,26.0,28.0,98.6976460331299,53.936,40.352,0.5,0.4814814814814814,0.4814814814814814,2.2966939973252348e-05,0.0009641056066449,0.0013877874702616,0.952923454854483,0.9671752385242872,0.0932038437687501,0.0208565302341284,0.0266956518729996,0.0205295663422116,0.0018483233083754,0.0024203999172407,0.0010274001808684,0.0427169203758239,0.064514935016632,0.025381863117218,1.0
som,eng,OPUS_bible,29094,flores,6.5,0.5,26.8,0.6,3.6,0.4,28.1,0.6,106.2,3.3,0.4837,0.0938,4.3,0.6,18.3,0.8,2.0,0.3,19.6,0.8,162.6,10.5,0.3932,0.1332,3.7,0.4,23.9,0.6,2.4,0.3,25.1,0.6,134.2,7.3,0.4523,0.0911,1.0,0.2,11.5,0.5,0.4,0.1,12.7,0.5,345.9,21.4,0.3174,0.0875,30.6,1.1,51.4,0.9,23.9,1.1,52.9,0.9,58.9,1.2,0.7844,0.0969,31.1,1.1,51.8,0.9,24.4,1.1,53.4,0.9,57.3,1.2,0.7921,0.0902,0.8,0.2,18.7,0.3,0.6,0.2,20.1,0.3,109.7,1.5,0.3921,0.0436,1.0,0.3,0.62,0.4645,0.4816,0.5,1000.0,1012.0,32.0,26.0,39.0,100.41744002199766,86.936,106.64229249011858,0.4482758620689655,0.4507042253521127,0.4,1.0953108714738263e-05,0.000299070580657,0.0003613721020737,0.9280936538740422,0.9402991238222528,0.0297226864965916,0.0426131748546066,0.0981114897537844,0.0901820690286454,0.0070518312521389,0.0194408008773831,0.021879210709109,0.1375228762626648,0.5538515150547028,0.6149029433727264,1.0
som,eng,OPUS_bible,29094,MT560_OPUS_GNOME,4.7,1.5,18.6,1.7,1.7,1.4,20.1,1.7,118.0,4.9,0.5671,0.1793,4.6,1.9,17.1,2.4,2.1,1.4,18.6,2.3,147.5,20.3,0.5679,0.1921,2.8,1.3,16.1,1.5,1.5,0.9,17.2,1.4,140.7,11.6,0.5292,0.1624,2.7,1.2,15.3,2.0,0.8,1.0,16.9,2.0,203.0,40.5,0.5863,0.2208,18.0,3.0,39.4,2.2,13.4,3.3,40.7,2.2,82.3,4.2,0.7307,0.178,18.1,3.1,37.2,2.3,14.2,3.3,38.6,2.3,88.2,4.4,0.714,0.1714,0.2,0.2,11.0,0.7,0.2,0.3,12.4,0.7,271.5,25.3,0.3659,0.0667,1.0,0.3,0.62,0.4645,0.4816,0.5,1000.0,753.0,32.0,26.0,36.0,100.41744002199766,86.936,17.742363877822044,0.4482758620689655,0.4705882352941176,0.4193548387096774,1.0953108714738263e-05,0.000299070580657,0.0026946107784431,0.9280936538740422,0.9918868820739444,0.7903415973960436,0.042613174854607,0.1273872752267937,0.1144131813659225,0.0070518312521389,0.0397573342763067,0.0300377576224856,0.1375228762626648,0.669954389333725,0.7071199119091034,1.0
som,eng,OPUS_bible,29094,OPUS_Tanzil,2.7,0.7,18.2,0.8,1.9,0.6,19.5,0.8,99.3,2.3,0.501,0.1,1.5,0.6,14.2,0.7,1.0,0.4,15.6,0.7,132.1,10.4,0.4453,0.092,2.8,0.6,18.3,0.8,2.4,0.6,19.7,0.8,97.1,2.1,0.502,0.0954,2.5,0.7,16.2,0.9,1.5,0.5,17.5,0.9,139.3,14.4,0.4618,0.1134,15.8,1.5,33.2,1.5,12.2,1.5,34.3,1.5,77.1,2.2,0.6498,0.124,16.9,1.6,34.4,1.6,13.7,1.7,35.4,1.6,76.5,2.5,0.6518,0.1242,1.3,0.4,16.4,0.7,0.9,0.7,17.7,0.7,114.5,3.0,0.4308,0.0684,1.0,0.3,0.62,0.4645,0.4816,0.5,1000.0,500.0,32.0,26.0,28.0,100.41744002199766,86.936,40.424,0.4482758620689655,0.4333333333333333,0.4814814814814814,1.0953108714738263e-05,0.000299070580657,0.0013853156540668,0.9280936538740422,0.9842493544790872,0.6148343966730662,0.0426131748546066,0.0428252710309692,0.0419136561268063,0.0070518312521389,0.0073612057047426,0.0058452772149005,0.1375228762626648,0.1258565783500671,0.1172007322311401,1.0
som,eng,OPUS_bible,29094,bible,24.3,0.9,46.5,0.8,19.0,0.9,47.6,0.8,63.5,1.0,0.7202,0.0873,2.8,0.3,21.4,0.5,1.8,0.3,22.4,0.5,130.9,5.8,0.4491,0.1027,24.1,1.0,46.6,0.8,19.2,0.9,47.7,0.8,63.4,1.7,0.717,0.0907,3.5,0.3,22.7,0.7,2.2,0.3,23.6,0.6,157.6,9.1,0.4526,0.1171,36.6,1.0,56.8,0.8,30.3,1.1,57.9,0.8,49.2,1.1,0.7779,0.0754,25.0,0.9,47.2,0.8,19.6,0.9,48.5,0.8,64.8,1.4,0.7534,0.0765,12.7,0.6,35.0,0.6,8.8,0.6,35.9,0.6,78.5,1.0,0.5843,0.0842,1.0,0.3,0.62,0.4645,0.4816,0.5,1000.0,1000.0,32.0,26.0,26.0,100.41744002199766,86.936,106.434,0.4482758620689655,0.4482758620689655,0.5,1.0953108714738263e-05,0.000299070580657,0.000244282841949,0.9280936538740422,0.9123348009071138,0.0503014870292862,0.0426131748546067,0.0388494256646392,0.0469896880201728,0.0070518312521389,0.0054458858055733,0.0075047524642229,0.1375228762626648,0.0808967947959899,0.0574507713317871,1.0
som,eng,OPUS_bible,29094,OPUS_bible,33.3,1.1,53.0,0.9,26.3,1.1,53.7,0.9,57.8,1.2,0.7477,0.0879,2.9,0.3,21.1,0.6,1.8,0.3,22.1,0.6,135.1,6.1,0.4499,0.1031,33.2,1.0,53.0,0.9,26.6,1.1,53.7,0.9,57.6,1.9,0.7431,0.0932,3.6,0.4,22.6,0.7,2.4,0.3,23.5,0.7,162.2,9.7,0.4553,0.1201,56.5,1.2,70.4,0.9,49.7,1.2,70.9,0.9,35.8,1.1,0.8298,0.07,37.4,1.1,56.9,0.8,30.1,1.1,57.9,0.8,55.7,1.5,0.8006,0.0715,16.9,0.7,38.4,0.7,11.4,0.6,39.1,0.6,76.6,1.1,0.5993,0.0869,1.0,0.3,0.62,0.4645,0.4816,0.5,1000.0,1000.0,32.0,26.0,26.0,100.41744002199766,86.936,103.022,0.4482758620689655,0.4482758620689655,0.5,1.0953108714738263e-05,0.000299070580657,0.0002523732794937,0.9280936538740422,0.9150827383536504,0.0342370881197236,0.0426131748546067,0.0335525588075195,0.0272950363880537,0.0070518312521389,0.0044662604813936,0.002131000602066,0.1375228762626648,0.0751237273216247,0.0436435341835022,1.0
som,eng,OPUS_bible,29094,MT560_OPUS_infopankki,4.6,0.8,24.1,0.7,3.0,0.4,25.4,0.7,108.2,5.1,0.4776,0.1089,5.5,1.1,20.1,1.1,3.1,0.7,21.7,1.1,145.0,11.4,0.4749,0.1664,2.8,0.5,20.5,0.8,1.8,0.3,21.7,0.8,175.9,14.1,0.4415,0.1087,2.4,0.7,13.9,0.8,1.2,0.4,15.2,0.8,218.1,18.1,0.3987,0.1501,36.1,1.7,55.7,1.2,30.2,1.5,57.3,1.1,56.5,1.7,0.836,0.0959,38.1,1.7,56.8,1.2,32.4,1.7,58.3,1.2,54.4,1.7,0.8399,0.1,1.0,0.2,17.1,0.4,0.9,0.2,18.3,0.4,126.9,4.8,0.3736,0.0469,1.0,0.3,0.62,0.4645,0.4816,0.5,1000.0,1000.0,32.0,26.0,36.0,100.41744002199766,86.936,71.615,0.4482758620689655,0.4705882352941176,0.4193548387096774,1.0953108714738263e-05,0.000299070580657,0.0005026879843608,0.9280936538740422,0.9568966039743144,0.1640713615160919,0.042613174854607,0.1198223014034726,0.1043498136244155,0.0070518312521389,0.0409704812355331,0.0266562166604777,0.1375228762626648,0.9008169770240784,0.8525064140558243,1.0
eng,amh,MT560_OPUS100,90616,bible,2.5,0.3,11.1,0.3,0.0,0.0,13.2,0.3,142.5,3.2,0.6878,0.1005,0.2,0.1,5.0,0.3,0.0,0.0,5.9,0.3,205.2,7.8,0.4011,0.1352,2.3,0.2,11.7,0.4,0.3,0.2,13.8,0.4,135.8,3.8,0.6799,0.1189,2.1,0.2,13.8,0.5,0.5,0.4,15.8,0.5,118.3,3.8,0.6325,0.1382,29.4,1.1,38.7,1.0,12.9,1.0,41.9,1.1,76.6,1.5,0.878,0.0608,27.4,1.1,35.9,1.0,11.2,1.0,38.9,1.0,79.6,1.5,0.8793,0.0577,0.0,0.1,4.2,0.1,0.0,0.0,5.4,0.2,123.7,3.6,0.4399,0.1097,1.0,0.3,0.61,0.492,0.4816,0.5,997.0,1000.0,314.0,263.0,212.0,43.65737838792266,69.81644934804413,62.492,0.4558058925476603,0.3897338403041825,0.4,7.937196051523019e-05,0.0037783556251526,0.0033924342315816,0.9584272713007492,0.9537538935699936,0.0129412085224723,0.1807239104169213,0.1772827551049476,0.2010214993605036,0.0500362885694402,0.033665960578711,0.1731249691561071,0.3260642886161804,0.0715652108192443,0.3836591839790344,0.0
eng,amh,MT560_OPUS100,90616,OPUS_Tanzil,16.4,1.7,25.0,1.5,11.4,1.7,23.4,1.6,78.1,2.7,0.7769,0.1131,0.0,0.0,4.2,0.4,0.0,0.0,4.8,0.4,161.7,11.2,0.5035,0.1479,10.2,1.2,20.0,1.1,6.9,1.2,18.6,1.1,80.0,2.0,0.7657,0.1095,0.8,0.6,8.2,0.5,0.0,0.0,9.4,0.6,106.1,6.1,0.6476,0.1295,27.7,2.2,35.7,2.0,19.0,2.1,35.1,2.1,65.5,2.7,0.8285,0.1066,21.1,1.9,30.3,1.9,13.9,1.8,29.7,2.0,69.1,2.2,0.8171,0.1056,41.9,4.6,48.4,4.2,40.4,4.5,47.4,4.4,61.8,5.4,0.8031,0.1691,1.0,0.3,0.61,0.492,0.4816,0.5,997.0,500.0,314.0,263.0,195.0,43.65737838792266,69.81644934804413,22.454,0.4558058925476603,0.3831041257367387,0.408296943231441,7.937196051523019e-05,0.0037783556251526,0.0173688429678453,0.9584272713007492,0.9908813034839288,0.612249280480999,0.1807239104169213,0.1373715565139407,0.2192601120867489,0.0500362885694402,0.0188123484063874,0.0608259670343133,0.3260642886161804,0.023822009563446,0.3209139704704284,0.0
eng,amh,MT560_OPUS100,90616,OPUS_bible,2.4,0.2,11.0,0.3,0.1,0.1,13.1,0.3,143.1,3.2,0.6885,0.1037,0.2,0.1,5.3,0.3,0.0,0.0,6.3,0.4,192.1,8.0,0.4137,0.1332,2.3,0.3,11.7,0.4,0.2,0.2,13.8,0.4,137.5,4.1,0.6797,0.1259,2.2,0.3,14.2,0.5,0.6,0.2,16.2,0.5,113.9,2.5,0.6342,0.128,29.9,1.1,39.0,1.0,13.2,1.0,42.3,1.0,76.5,1.5,0.8791,0.0632,28.7,1.2,37.2,1.0,12.8,1.1,40.3,1.1,78.1,1.5,0.8809,0.0638,0.0,0.0,4.3,0.1,0.0,0.0,5.5,0.2,126.4,4.1,0.443,0.111,1.0,0.3,0.61,0.492,0.4816,0.5,997.0,1000.0,314.0,263.0,212.0,43.65737838792266,69.81644934804413,62.492,0.4558058925476603,0.3897338403041825,0.4,7.937196051523019e-05,0.0037783556251526,0.0033924342315816,0.9584272713007492,0.9537538935699936,0.0129412085224723,0.1807239104169213,0.1772827551049476,0.2010214993605036,0.0500362885694402,0.033665960578711,0.1731249691561071,0.3260642886161804,0.0715652108192443,0.3836591839790344,0.0
eng,amh,MT560_OPUS100,90616,MT560_OPUS_GlobalVoices,5.1,0.5,11.9,0.5,1.2,0.3,13.7,0.5,122.4,3.1,0.6399,0.1463,2.8,0.4,9.5,0.5,0.6,0.2,10.7,0.5,140.0,4.0,0.5379,0.1685,5.8,0.5,14.6,0.5,1.1,0.3,16.8,0.6,120.3,2.7,0.6726,0.1363,5.1,0.4,13.6,0.5,1.1,0.3,15.2,0.5,110.5,1.9,0.6369,0.1406,17.7,0.8,25.5,0.7,4.8,0.5,28.3,0.7,93.1,1.3,0.8439,0.1007,16.5,0.7,24.8,0.6,4.2,0.5,27.4,0.7,97.0,1.5,0.8385,0.1068,2.2,0.3,6.5,0.3,0.5,0.2,7.7,0.3,136.5,4.2,0.4557,0.1298,1.0,0.3,0.61,0.492,0.4816,0.5,997.0,1598.0,314.0,263.0,294.0,43.65737838792266,69.81644934804413,59.6107634543179,0.4558058925476603,0.4835526315789473,0.466786355475763,7.937196051523019e-05,0.0037783556251526,0.003086354951815,0.9584272713007492,0.9492272566212152,0.0502714360280601,0.1807239104169213,0.1819314111942866,0.0959192342101752,0.0500362885694402,0.0547303196046678,0.0109382443840369,0.3260642886161804,0.2188073396682739,0.1506443619728088,0.0
