source_lang,target_lang,train_dataset,dataset_size,test_dataset,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se
bew,min,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.2222,0.1,0.69,0.6784,0.0002,0.7,849,2000,36,36,36,119.8374242,122.581861,121.1595,0.5,0.5,0.5,4.55E-05,0.000345914367,0.0001485644956,0.754149288,0.48111785,1.764589254,0.01063093102,0.004986050243,0.01101787765,0.000205081753,9.93E-05,0.0001919400151,0.001216980412,0.0004750332251,0.001309815513,17.6,0.7,38.2,0.4,6.1,0.4,41.6,0.4,78.1,0.7,0.6587,0.1005,45.9,0.9,63.8,0.6,29.4,0.7,67,0.5,42.3,0.7,0.8135,0.0753,25.5,1,43.4,0.6,9.2,0.5,47.6,0.6,70.8,1.1,0.7344,0.099,44,1,61.4,0.7,28.1,0.8,64.6,0.8,44.5,0.8,0.7964,0.1192,5.8,0.5,13,0.7,1.1,0.2,14.6,0.7,156.1,6.6,0.3665,0.1938,44.8,0.9,62.7,0.5,27.9,0.7,66.1,0.5,44,0.8,0.8081,0.0782,17,1,32.4,0.7,4.1,0.4,36.6,0.7,83.9,1.2,0.7021,0.151
bew,sun,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.3333,0,0.69,0.6832,0.0002,0.7,849,2000,36,36,36,117.995,125.532391,124.5285,0.5,0.5,0.5,0.0003050976736,0.0003377839496,0.0001445452246,0.009363815934,1.233747747,1.787231583,0.0137240892,0.01033994223,0.01028825118,0.0003380658521,0.0002002936124,0.0001852590168,0.002343707295,0.001345316229,0.001191427897,6.1,0.6,21.6,0.3,0.8,0.2,25,0.3,98.4,0.5,0.4857,0.094,37.9,1,55.8,0.6,22,0.7,58.6,0.6,51.2,0.7,0.8249,0.0856,23.5,1,38.5,0.7,7.6,0.5,42.1,0.7,75.3,1,0.7269,0.1182,34,1,52.8,0.6,19.2,0.7,55.6,0.6,54,0.8,0.801,0.1013,19.6,1,35,0.6,5.6,0.4,38.6,0.7,79.2,0.9,0.6921,0.1273,33.8,1,51.6,0.6,18.4,0.7,54.5,0.6,55.9,0.7,0.7812,0.1027,17.5,1,31.3,0.7,4.3,0.4,34.9,0.7,84.1,1.3,0.6713,0.1566
bew,sun,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.3333,0,0.69,0.6832,0.0002,0.7,849,2000,36,36,36,121.769,125.532391,124.5285,0.5,0.5,0.5,9.85E-05,0.0003377839496,0.0001445452246,0.5016231702,0.1012674641,1.787231583,0.01028067673,0.007029991107,0.01028825118,0.0001777467219,0.0001017229441,0.0001852590168,0.001439849243,0.0006635538888,0.001191427897,11.9,0.8,27.8,0.6,4.6,0.4,30.1,0.7,88.6,1.1,0.5872,0.1658,41.7,1,59,0.6,25.6,0.8,61.7,0.6,47.3,0.7,0.8359,0.0863,23.5,1,38.5,0.7,7.6,0.5,42.1,0.7,75.3,1,0.7269,0.1182,37.2,1.2,53.4,1,22.8,0.8,56,1.1,52.4,1.2,0.7845,0.1831,19.6,1,35,0.6,5.6,0.4,38.6,0.7,79.2,0.9,0.6921,0.1273,36,1.2,52.3,1.1,22.3,0.8,54.9,1.1,53.8,1.1,0.7741,0.1987,17.5,1,31.3,0.7,4.3,0.4,34.9,0.7,84.1,1.3,0.6713,0.1566
bew,sun,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.3333,0,0.69,0.6832,0.0002,0.7,849,2000,36,36,36,122.4708333,125.532391,124.5285,0.5,0.5,0.5,4.90E-05,0.0003377839496,0.0001445452246,0.7309612974,0.437008574,1.787231583,0.009749432648,0.005982353232,0.01028825118,0.0005080797249,7.67E-05,0.0001852590168,0.001075688644,0.0004176467166,0.001191427897,12.7,0.8,29.5,0.6,4.8,0.4,32,0.7,86.4,0.9,0.6003,0.1626,42.5,0.9,59.9,0.6,26.8,0.8,62.6,0.6,46.3,0.7,0.8382,0.0906,23.5,1,38.5,0.7,7.6,0.5,42.1,0.7,75.3,1,0.7269,0.1182,39.2,0.9,57.3,0.6,23.8,0.8,60,0.6,49.2,1.1,0.8221,0.0953,19.6,1,35,0.6,5.6,0.4,38.6,0.7,79.2,0.9,0.6921,0.1273,37.8,1,56.6,0.6,22.2,0.7,59.6,0.6,51.7,0.8,0.8122,0.0919,17.5,1,31.3,0.7,4.3,0.4,34.9,0.7,84.1,1.3,0.6713,0.1566
bew,sun,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.3333,0,0.69,0.6832,0.0002,0.7,849,2000,36,36,36,122.9181818,125.532391,124.5285,0.5,0.5,0.5,4.44E-05,0.0003377839496,0.0001445452246,0.7545142784,0.4802486925,1.787231583,0.009622450631,0.005493988441,0.01028825118,0.0001595311019,8.51E-05,0.0001852590168,0.001067864774,0.0003979882923,0.001191427897,14.7,0.8,34.6,0.4,4.9,0.4,37.8,0.4,84.3,0.9,0.6335,0.1192,42.4,0.9,59.9,0.6,26.6,0.8,62.6,0.6,46.4,0.7,0.8395,0.0884,23.5,1,38.5,0.7,7.6,0.5,42.1,0.7,75.3,1,0.7269,0.1182,39.2,1,56.2,0.8,24.3,0.8,58.8,0.8,49.7,1,0.807,0.1438,19.6,1,35,0.6,5.6,0.4,38.6,0.7,79.2,0.9,0.6921,0.1273,39.8,1,56.8,0.7,24.4,0.7,59.6,0.7,49.3,0.9,0.8111,0.1355,17.5,1,31.3,0.7,4.3,0.4,34.9,0.7,84.1,1.3,0.6713,0.1566
btk,bew,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.625,0.1,0.67,0.6461,0.6667,0.7,849,2000,36,36,36,115.338,122.573616,121.6515,0.5,0.5,0.5,0.0003121260989,0.0003459376351,0.0001479636503,0.009552876899,1.230941941,1.790219057,0.01364157117,0.009674681929,0.0102928626,0.0003891882171,0.0001456931773,0.0002438154972,0.002167273558,0.001269157866,0.001410481164,4.8,0.4,15.7,0.3,0.5,0.2,18.3,0.3,105.6,1.2,0.4345,0.0794,23.3,1,41.3,0.6,8.8,0.5,45.1,0.7,71.9,1,0.7121,0.1102,15.6,1,28.3,0.7,3.1,0.3,32.5,0.7,92.1,1,0.5618,0.1407,20.7,1,39.3,0.6,7.8,0.4,43,0.7,77.6,1.4,0.6728,0.1282,6.6,0.6,16.1,0.7,1,0.2,18.6,0.7,159.7,7.9,0.3943,0.1737,16.4,1,32.1,0.9,6.7,0.5,35.4,1,90.3,2.3,0.5988,0.1889,15,0.9,28.3,0.6,2.9,0.3,32.7,0.6,91.9,0.8,0.5715,0.1377
btk,bew,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.625,0.1,0.67,0.6461,0.6667,0.7,849,2000,36,36,36,118.9146667,122.573616,121.6515,0.5,0.5,0.5,0.0001009126993,0.0003459376351,0.0001479636503,0.50167787,0.1011175963,1.790219057,0.01104729124,0.007116080948,0.0102928626,0.0001931141665,0.0001178689187,0.0002438154972,0.001264604861,0.0006779845749,0.001410481164,8.3,0.7,18.2,0.5,1.7,0.3,20.5,0.6,98.6,1,0.4978,0.1411,26.5,1,44.8,0.7,11.2,0.6,48.6,0.7,67.4,1.1,0.7366,0.1078,15.6,1,28.3,0.7,3.1,0.3,32.5,0.7,92.1,1,0.5618,0.1407,22.1,1,41.1,0.8,9.7,0.6,44.9,0.8,77,1.7,0.6867,0.1403,6.6,0.6,16.1,0.7,1,0.2,18.6,0.7,159.7,7.9,0.3943,0.1737,22.3,1,40.7,0.8,9.7,0.6,44.4,0.8,74,1,0.6874,0.1355,15,0.9,28.3,0.6,2.9,0.3,32.7,0.6,91.9,0.8,0.5715,0.1377
btk,bew,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.625,0.1,0.67,0.6461,0.6667,0.7,849,2000,36,36,36,119.6689437,122.573616,121.6515,0.5,0.5,0.5,5.01E-05,0.0003459376351,0.0001479636503,0.7312194867,0.4372611441,1.790219057,0.01010793456,0.005675145302,0.0102928626,0.0004888900322,0.004401906434,0.0002438154972,0.001027859639,0.0004539409648,0.001410481164,9.2,0.7,22.4,0.4,2,0.3,25.2,0.5,99.4,1.5,0.5334,0.1163,27.9,1,46.4,0.7,12.5,0.6,50.2,0.7,64.8,0.9,0.7467,0.1038,15.6,1,28.3,0.7,3.1,0.3,32.5,0.7,92.1,1,0.5618,0.1407,23.4,1.1,39,1.1,10.1,0.6,42.2,1.1,70.9,1,0.6631,0.2038,6.6,0.6,16.1,0.7,1,0.2,18.6,0.7,159.7,7.9,0.3943,0.1737,23.5,1,41.3,0.7,8.8,0.5,45.1,0.7,72,1.1,0.6986,0.1167,15,0.9,28.3,0.6,2.9,0.3,32.7,0.6,91.9,0.8,0.5715,0.1377
btk,bew,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.625,0.1,0.67,0.6461,0.6667,0.7,849,2000,36,36,36,120.0922727,122.573616,121.6515,0.5,0.5,0.5,4.54E-05,0.0003459376351,0.0001479636503,0.7546496893,0.4802978989,1.790219057,0.01021025755,0.005504231359,0.0102928626,0.0001554374555,8.21E-05,0.0002438154972,0.0009899954436,0.0004373215967,0.001410481164,9.3,0.7,22.9,0.4,1.5,0.3,25.8,0.4,92.9,0.6,0.5343,0.1007,28,1,46.5,0.7,12.8,0.6,50.3,0.7,65.1,1.2,0.7462,0.1062,15.6,1,28.3,0.7,3.1,0.3,32.5,0.7,92.1,1,0.5618,0.1407,25.7,1,44,0.7,10.8,0.6,47.8,0.7,67.8,1,0.7239,0.116,6.6,0.6,16.1,0.7,1,0.2,18.6,0.7,159.7,7.9,0.3943,0.1737,26.2,1,44.2,0.7,10.7,0.6,48,0.7,67.5,0.9,0.7251,0.107,15,0.9,28.3,0.6,2.9,0.3,32.7,0.6,91.9,0.8,0.5715,0.1377
btk,ind,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,112.847,119.7396938,118.917,0.5,0.5,0.5,0.0003190160128,0.0003541250652,0.0001513660789,0.009829351808,1.226731881,1.794333235,0.01205986711,0.008634902757,0.00955816898,0.0004619029892,0.0001438910679,0.0002041919676,0.005128746926,0.002922010732,0.002333991585,5.9,0.6,19.4,0.3,0.7,0.2,22.7,0.3,100.2,0.6,0.4253,0.1069,33.8,1.2,50.3,0.8,16.9,0.8,54.1,0.8,63.7,1.1,0.7512,0.1269,24.3,1.2,38.8,0.8,8.6,0.6,43.3,0.8,80,1.1,0.5688,0.1692,31,1.3,48.3,0.9,15.5,0.8,51.9,0.9,67.9,1.9,0.7079,0.1557,8,0.7,19,0.8,1.8,0.3,21.7,0.9,157.3,8.1,0.3779,0.1768,32.9,1.5,48.7,1.3,20.7,1,51.9,1.4,62.6,1.4,0.7097,0.2397,20.2,1.1,35.7,0.7,6.6,0.5,40.5,0.7,84,0.9,0.5169,0.1676
btk,ind,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,116.417,119.7396938,118.917,0.5,0.5,0.5,0.0001030777292,0.0003541250652,0.0001513660789,0.5025715493,0.1017718348,1.794333235,0.009511786126,0.006447008384,0.00955816898,0.0001765361591,0.000117604181,0.0002041919676,0.003091409323,0.001251767537,0.002333991585,13.6,1,25.6,0.7,4.7,0.5,28.3,0.8,88.5,0.8,0.5346,0.1754,39,1.3,56.2,0.8,22.8,0.9,60,0.8,55.8,1.1,0.8005,0.1135,24.3,1.2,38.8,0.8,8.6,0.6,43.3,0.8,80,1.1,0.5688,0.1692,36.4,1.4,54.1,0.8,20.5,0.9,57.8,0.8,61.9,1.9,0.7646,0.1349,8,0.7,19,0.8,1.8,0.3,21.7,0.9,157.3,8.1,0.3779,0.1768,35.4,1.4,50.3,1.1,20.1,0.9,53.8,1.1,62.1,1.8,0.7438,0.1943,20.2,1.1,35.7,0.7,6.6,0.5,40.5,0.7,84,0.9,0.5169,0.1676
btk,ind,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,117.0586471,119.7396938,118.917,0.5,0.5,0.5,5.12E-05,0.0003541250652,0.0001513660789,0.7315507365,0.4375659825,1.794333235,0.008782952229,0.005591859597,0.00955816898,0.000350613012,0.007084115995,0.0002041919676,0.002279217983,0.000942784476,0.002333991585,14,0.9,28.5,0.7,5,0.5,31.5,0.7,87.7,0.8,0.5397,0.1676,40.6,1.2,58,0.8,24.5,1,61.8,0.8,53.1,1.1,0.8149,0.1047,24.3,1.2,38.8,0.8,8.6,0.6,43.3,0.8,80,1.1,0.5688,0.1692,39,1.3,55.3,1,24,1,58.7,1.1,54.1,1.2,0.7732,0.1771,8,0.7,19,0.8,1.8,0.3,21.7,0.9,157.3,8.1,0.3779,0.1768,36.5,1.2,53.1,0.8,19.9,0.9,56.7,0.8,57.9,1.1,0.7619,0.1281,20.2,1.1,35.7,0.7,6.6,0.5,40.5,0.7,84,0.9,0.5169,0.1676
btk,ind,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.625,0.1,0.57,0.4132,0.4121,0.5,849,2000,36,36,36,117.4769697,119.7396938,118.917,0.5,0.5,0.5,4.64E-05,0.0003541250652,0.0001513660789,0.754962831,0.4806027137,1.794333235,0.00881756598,0.005362266068,0.00955816898,0.0001792767499,0.0001064810888,0.0002041919676,0.002177140846,0.0008997896911,0.002333991585,14.4,0.8,31.6,0.5,4.3,0.4,35.1,0.5,84.9,0.7,0.5517,0.142,41.2,1.2,58.5,0.8,25,1,62.3,0.8,52.7,1.1,0.8179,0.1035,24.3,1.2,38.8,0.8,8.6,0.6,43.3,0.8,80,1.1,0.5688,0.1692,39.2,1.3,56,0.9,24,1,59.5,1,53.8,1.1,0.7796,0.167,8,0.7,19,0.8,1.8,0.3,21.7,0.9,157.3,8.1,0.3779,0.1768,38.2,1.2,56,0.8,22,0.9,59.7,0.8,57.4,1.1,0.775,0.1164,20.2,1.1,35.7,0.7,6.6,0.5,40.5,0.7,84,0.9,0.5169,0.1676
btk,jav,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,113.15,120.360424,119.5955,0.5,0.5,0.5,0.0003181617322,0.0003522987493,0.0001505073351,0.009389207503,1.240836511,1.797587483,0.01420952803,0.01015646381,0.01259879788,0.0006739945147,0.0003167282136,0.0003134342949,0.00288852499,0.001999948142,0.001087309642,4.3,0.4,16.3,0.3,0.7,0.2,18.8,0.3,108.4,1.6,0.4431,0.1019,25.8,1.1,42.5,0.6,10.2,0.6,46,0.6,71.4,0.9,0.7544,0.1014,18.6,1.1,31.2,0.7,4.5,0.4,35.6,0.7,89.4,1.1,0.6033,0.143,21,1.2,40.2,0.8,9.9,0.6,43.3,0.9,78.1,2.3,0.7102,0.1661,7.1,0.7,16.9,0.7,1.2,0.2,19.5,0.8,160.3,8,0.3942,0.1816,23.6,1.1,37.3,1.1,9.7,0.6,40,1.1,73.1,1.1,0.6731,0.1982,15.8,1,28.8,0.6,3.3,0.4,33.3,0.7,92.3,0.8,0.5695,0.1459
btk,jav,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,116.5093333,120.360424,119.5955,0.5,0.5,0.5,0.0001029960404,0.0003522987493,0.0001505073351,0.5007624925,0.09965025152,1.797587483,0.01064162628,0.007654227707,0.01259879788,0.0002615438878,0.0002171784894,0.0003134342949,0.001590285931,0.001002703776,0.001087309642,5.9,0.6,19.4,0.6,2.3,0.3,21.5,0.7,106.4,2.2,0.5167,0.1712,29.1,1,46.3,0.7,12.9,0.6,49.8,0.7,65.4,0.8,0.7841,0.0965,18.6,1.1,31.2,0.7,4.5,0.4,35.6,0.7,89.4,1.1,0.6033,0.143,24,1,40.8,0.7,9,0.5,44.2,0.7,71,1,0.7235,0.1175,7.1,0.7,16.9,0.7,1.2,0.2,19.5,0.8,160.3,8,0.3942,0.1816,24.4,1,41.6,0.9,11.6,0.6,44.8,1,70.3,1,0.7118,0.1897,15.8,1,28.8,0.6,3.3,0.4,33.3,0.7,92.3,0.8,0.5695,0.1459
btk,jav,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,117.3205,120.360424,119.5955,0.5,0.5,0.5,5.11E-05,0.0003522987493,0.0001505073351,0.7307404055,0.435867858,1.797587483,0.01079107005,0.006940103571,0.01259879788,0.0004314501577,0.0001249657269,0.0003134342949,0.001170485968,0.0006486469233,0.001087309642,10.5,0.8,24.6,0.5,2.8,0.3,27.1,0.6,94.2,1.3,0.5762,0.1311,30.6,1.1,47.9,0.6,14.1,0.6,51.3,0.7,63.1,0.9,0.7947,0.0915,18.6,1.1,31.2,0.7,4.5,0.4,35.6,0.7,89.4,1.1,0.6033,0.143,27.3,1.1,43.4,0.9,12.5,0.6,46.6,0.9,66.9,1.3,0.7376,0.1774,7.1,0.7,16.9,0.7,1.2,0.2,19.5,0.8,160.3,8,0.3942,0.1816,25,1.1,41.6,0.7,9.4,0.5,45,0.7,71.4,1.2,0.7331,0.1126,15.8,1,28.8,0.6,3.3,0.4,33.3,0.7,92.3,0.8,0.5695,0.1459
btk,jav,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0.1,0.94,0.4155,0.359,0.6,849,2000,36,36,36,117.7536364,120.360424,119.5955,0.5,0.5,0.5,4.63E-05,0.0003522987493,0.0001505073351,0.754319922,0.4791820914,1.797587483,0.01065606721,0.0066275966,0.01259879788,0.0002502484435,0.0001674397978,0.0003134342949,0.001133434433,0.0006000912423,0.001087309642,10.6,0.7,24.7,0.4,2,0.3,27.5,0.4,90.6,0.6,0.5705,0.1067,30.6,1,47.9,0.6,14.1,0.6,51.3,0.7,62.9,0.9,0.795,0.0919,18.6,1.1,31.2,0.7,4.5,0.4,35.6,0.7,89.4,1.1,0.6033,0.143,27.9,1,45.6,0.7,12.2,0.6,49.1,0.7,65.4,1,0.7684,0.1021,7.1,0.7,16.9,0.7,1.2,0.2,19.5,0.8,160.3,8,0.3942,0.1816,25.7,1.1,40.9,0.7,9.7,0.5,44.4,0.8,74.2,1.8,0.7149,0.1259,15.8,1,28.8,0.6,3.3,0.4,33.3,0.7,92.3,0.8,0.5695,0.1459
btk,mad,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.625,0.1,0.94,0.4624,1,0.6,849,2000,36,36,36,117.919,125.5700824,124.613,0.5,0.5,0.5,0.0003052943122,0.0003376825596,0.0001444472086,0.009199360429,1.239961449,1.789595397,0.01317567078,0.008883295102,0.01069253244,0.0003652309492,0.000134554158,0.0002128211046,0.001965056222,0.0008392385391,0.001094008278,3.5,0.4,13.6,0.3,0.4,0.1,15.8,0.3,114.9,1.6,0.4393,0.0904,17.5,0.9,34.9,0.6,5.2,0.4,38.4,0.7,82.9,1.2,0.6711,0.1102,14,0.9,26.8,0.6,3,0.3,30.9,0.7,92.4,1,0.6262,0.1135,18.1,0.9,34.5,0.6,5.2,0.4,38.1,0.7,82.9,1.7,0.6647,0.124,6.8,0.6,15.9,0.6,1.1,0.2,18.5,0.7,158.3,7.8,0.4374,0.1904,18.8,0.9,33.9,0.6,5,0.4,37.5,0.7,83,1.3,0.6558,0.1218,13.2,0.9,26.6,0.6,2.7,0.3,30.8,0.6,92.4,0.8,0.637,0.111
btk,mad,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.625,0.1,0.94,0.4624,1,0.6,849,2000,36,36,36,121.9076667,125.5700824,124.613,0.5,0.5,0.5,9.84E-05,0.0003376825596,0.0001444472086,0.5019693616,0.1014670271,1.789595397,0.01042580382,0.00598350176,0.01069253244,0.0001776024479,9.23E-05,0.0002128211046,0.001269177969,0.0004277697663,0.001094008278,7.2,0.6,17.9,0.5,1.4,0.2,19.9,0.5,97.3,1.1,0.5213,0.1453,20.7,0.8,38.3,0.6,6.6,0.5,42,0.6,76.5,0.9,0.6943,0.1028,14,0.9,26.8,0.6,3,0.3,30.9,0.7,92.4,1,0.6262,0.1135,18.2,0.9,35.6,0.8,6.1,0.5,39.3,0.8,87.6,2.4,0.6511,0.1627,6.8,0.6,15.9,0.6,1.1,0.2,18.5,0.7,158.3,7.8,0.4374,0.1904,21.6,0.9,39.1,0.7,7.1,0.5,43.1,0.7,74.8,0.8,0.6902,0.1219,13.2,0.9,26.6,0.6,2.7,0.3,30.8,0.6,92.4,0.8,0.637,0.111
btk,mad,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.625,0.1,0.94,0.4624,1,0.6,849,2000,36,36,36,122.8756667,125.5700824,124.613,0.5,0.5,0.5,4.88E-05,0.0003376825596,0.0001444472086,0.7317043529,0.4381826773,1.789595397,0.008933921625,0.005297896722,0.01069253244,0.0004424313748,6.72E-05,0.0002128211046,0.001122444508,0.000294244653,0.001094008278,8.3,0.6,21.8,0.3,1.1,0.2,24.7,0.3,96.3,0.8,0.5749,0.0861,22.6,0.9,40.1,0.6,7.5,0.5,43.9,0.7,74.3,0.9,0.7015,0.0991,14,0.9,26.8,0.6,3,0.3,30.9,0.7,92.4,1,0.6262,0.1135,19.7,1,37.5,0.7,6.4,0.4,41.4,0.7,83.6,1.9,0.6714,0.1338,6.8,0.6,15.9,0.6,1.1,0.2,18.5,0.7,158.3,7.8,0.4374,0.1904,22,0.9,39.1,0.6,7,0.5,43.1,0.6,75.8,0.8,0.692,0.0975,13.2,0.9,26.6,0.6,2.7,0.3,30.8,0.6,92.4,0.8,0.637,0.111
btk,mad,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.625,0.1,0.94,0.4624,1,0.6,849,2000,36,36,36,123.300303,125.5700824,124.613,0.5,0.5,0.5,4.42E-05,0.0003376825596,0.0001444472086,0.7551534012,0.48128009,1.789595397,0.00918924048,0.004999036298,0.01069253244,0.000155332609,8.45E-05,0.0002128211046,0.001114669669,0.0002732156199,0.001094008278,8.7,0.6,20.3,0.4,1.3,0.2,22.5,0.5,95.5,1.3,0.5443,0.1271,22.5,0.9,40.1,0.6,7.3,0.5,43.9,0.7,74.3,0.8,0.7021,0.0947,14,0.9,26.8,0.6,3,0.3,30.9,0.7,92.4,1,0.6262,0.1135,21.5,0.9,38.8,0.6,6.7,0.4,42.6,0.7,77,1.5,0.6933,0.1072,6.8,0.6,15.9,0.6,1.1,0.2,18.5,0.7,158.3,7.8,0.4374,0.1904,22.3,0.9,39.5,0.6,7,0.5,43.5,0.7,75.6,1.1,0.6989,0.1034,13.2,0.9,26.6,0.6,2.7,0.3,30.8,0.6,92.4,0.8,0.637,0.111
btk,mak,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.625,0.1,1,0.4081,0.6667,0.6,849,2000,36,36,36,117.414,123.942285,122.17,0.5,0.5,0.5,0.0003066073892,0.0003421175174,0.0001473356798,0.01077342655,1.168587994,1.747757019,0.01274537573,0.01081790386,0.0151845384,0.0002699275298,0.0001846343383,0.0004002542863,0.00133104186,0.001042367666,0.001202122585,4.6,0.4,16.9,0.3,0.6,0.2,19.8,0.3,98.8,0.6,0.4892,0.1058,17.2,0.8,35.6,0.5,4.7,0.4,39.7,0.6,86.9,0.9,0.6918,0.0985,13.4,0.9,26.4,0.6,2.6,0.3,30.5,0.6,101.7,1.2,0.6201,0.1104,17.1,0.9,33.8,0.6,4.2,0.4,37.7,0.6,89.2,1.6,0.6635,0.1219,6.5,0.6,15.7,0.6,1,0.2,18.1,0.7,172.5,9.1,0.4336,0.1857,17.4,1,33.6,0.6,4.5,0.4,37.6,0.7,91.4,2.1,0.6635,0.1283,12.3,0.8,25.8,0.5,2.2,0.3,30.1,0.6,102.6,1,0.622,0.113
btk,mak,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.625,0.1,1,0.4081,0.6667,0.6,849,2000,36,36,36,121.114,123.942285,122.17,0.5,0.5,0.5,9.91E-05,0.0003421175174,0.0001473356798,0.5046558158,0.1072697617,1.747757019,0.009790004124,0.01032605089,0.0151845384,0.0001804279401,0.0002445039346,0.0004002542863,0.000886393259,0.0005376853745,0.001202122585,6.8,0.6,18.6,0.5,1.3,0.2,21.1,0.5,99.4,1.2,0.5389,0.14,21,0.8,40.7,0.5,6,0.4,45.2,0.5,80.9,0.7,0.7184,0.0891,13.4,0.9,26.4,0.6,2.6,0.3,30.5,0.6,101.7,1.2,0.6201,0.1104,20.3,0.9,38.1,0.7,6,0.5,42.2,0.8,81.7,1,0.6767,0.1604,6.5,0.6,15.7,0.6,1,0.2,18.1,0.7,172.5,9.1,0.4336,0.1857,21.3,0.9,39,0.5,5.9,0.4,43.3,0.6,81.8,1,0.7002,0.1061,12.3,0.8,25.8,0.5,2.2,0.3,30.1,0.6,102.6,1,0.622,0.113
