source_lang,target_lang,train_dataset,dataset_size,test_dataset,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se
jav,ind,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,112.847,119.7396938,118.917,0.5,0.5,0.5,0.0003190160128,0.0003541250652,0.0001513660789,0.009829351808,1.226731881,1.794333235,0.01205986711,0.008634902757,0.00955816898,0.0004619029892,0.0001438910679,0.0002041919676,0.005128746926,0.002922010732,0.002333991585,6.5,0.6,20.9,0.3,1,0.2,24.3,0.3,100.1,0.6,0.4398,0.1191,40.8,1.2,58.2,0.7,23.9,0.9,61.8,0.7,52.3,0.9,0.8464,0.0901,31.2,1.2,47.9,0.8,14.7,0.7,51.8,0.8,66.1,1.2,0.7848,0.1256,33.2,1.4,48.5,1.1,21.2,0.9,51.2,1.2,62.5,1.7,0.7371,0.2425,9,0.8,18.1,0.7,1.8,0.2,20.1,0.8,136.4,5.4,0.4249,0.186,24.1,1.4,36.1,1.5,15.2,1,38.5,1.5,73.6,1.4,0.6027,0.2919,21.9,1.2,35.1,0.8,6.6,0.5,38.9,0.8,83.3,2.1,0.6983,0.1601
jav,ind,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,116.417,119.7396938,118.917,0.5,0.5,0.5,0.0001030777292,0.0003541250652,0.0001513660789,0.5025715493,0.1017718348,1.794333235,0.009511786126,0.006447008384,0.00955816898,0.0001765361591,0.000117604181,0.0002041919676,0.003091409323,0.001251767537,0.002333991585,14.7,1,29,0.8,6.1,0.6,31.7,0.8,87,1.3,0.5635,0.1803,43,1.2,60.4,0.7,26.1,0.9,64,0.7,49.8,1,0.8607,0.0823,31.2,1.2,47.9,0.8,14.7,0.7,51.8,0.8,66.1,1.2,0.7848,0.1256,37.9,1.2,55.4,0.7,21.4,0.8,58.8,0.7,53.4,0.9,0.8061,0.1115,9,0.8,18.1,0.7,1.8,0.2,20.1,0.8,136.4,5.4,0.4249,0.186,30.7,1.4,44.8,1.5,20,1,47.3,1.5,63.2,1.4,0.7028,0.2868,21.9,1.2,35.1,0.8,6.6,0.5,38.9,0.8,83.3,2.1,0.6983,0.1601
jav,ind,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,117.0586471,119.7396938,118.917,0.5,0.5,0.5,5.12E-05,0.0003541250652,0.0001513660789,0.7315507365,0.4375659825,1.794333235,0.008782952229,0.005591859597,0.00955816898,0.000350613012,0.007084115995,0.0002041919676,0.002279217983,0.000942784476,0.002333991585,16.2,0.8,35.1,0.5,5.9,0.5,38.7,0.5,83.2,0.9,0.5802,0.1533,44.2,1.2,61.4,0.7,27.6,1,65,0.7,48.3,0.9,0.8657,0.0804,31.2,1.2,47.9,0.8,14.7,0.7,51.8,0.8,66.1,1.2,0.7848,0.1256,42.5,1.2,60.1,0.7,26.6,0.9,63.4,0.7,47.8,0.9,0.846,0.092,9,0.8,18.1,0.7,1.8,0.2,20.1,0.8,136.4,5.4,0.4249,0.186,39.6,1.2,56.5,0.7,22.7,0.8,59.8,0.7,52.9,0.9,0.8181,0.1051,21.9,1.2,35.1,0.8,6.6,0.5,38.9,0.8,83.3,2.1,0.6983,0.1601
jav,ind,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0,0.74,0.3606,0.529,0.5,849,2000,36,36,36,117.4769697,119.7396938,118.917,0.5,0.5,0.5,4.64E-05,0.0003541250652,0.0001513660789,0.754962831,0.4806027137,1.794333235,0.00881756598,0.005362266068,0.00955816898,0.0001792767499,0.0001064810888,0.0002041919676,0.002177140846,0.0008997896911,0.002333991585,16.5,1,30.5,0.7,6.3,0.5,33.2,0.8,83.6,0.8,0.5747,0.1823,44.7,1.2,61.9,0.7,28.1,1,65.4,0.7,47.7,0.9,0.8694,0.0773,31.2,1.2,47.9,0.8,14.7,0.7,51.8,0.8,66.1,1.2,0.7848,0.1256,43.2,1.2,60.2,0.8,27.6,0.9,63.4,0.8,47.4,1,0.8454,0.1218,9,0.8,18.1,0.7,1.8,0.2,20.1,0.8,136.4,5.4,0.4249,0.186,43,1.2,59.9,0.7,26.5,0.9,63.2,0.7,48.4,0.9,0.8497,0.0913,21.9,1.2,35.1,0.8,6.6,0.5,38.9,0.8,83.3,2.1,0.6983,0.1601
jav,mad,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0,0.41,0.3285,1,0.4,849,2000,36,36,36,117.919,125.5700824,124.613,0.5,0.5,0.5,0.0003052943122,0.0003376825596,0.0001444472086,0.009199360429,1.239961449,1.789595397,0.01317567078,0.008883295102,0.01069253244,0.0003652309492,0.000134554158,0.0002128211046,0.001965056222,0.0008392385391,0.001094008278,4.1,0.4,15.7,0.3,0.5,0.2,18.2,0.3,104.4,0.9,0.4638,0.0839,21.5,0.9,39.4,0.6,6.9,0.4,43.1,0.6,75,1.1,0.7007,0.1003,13.6,0.9,25.3,0.7,2.9,0.3,28.9,0.7,93.7,1.9,0.5897,0.132,16.5,0.9,34.3,0.7,5.4,0.4,37.7,0.8,89.3,2.4,0.6381,0.1552,8.1,0.7,16.4,0.6,1.3,0.2,18.5,0.7,136.3,5.3,0.4091,0.1706,23.1,0.9,40.7,0.6,7.5,0.5,44.7,0.6,72.1,0.8,0.7042,0.0968,14,0.9,27.7,0.6,3.1,0.3,31.6,0.7,91.9,2.2,0.6334,0.1473
jav,mad,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0,0.41,0.3285,1,0.4,849,2000,36,36,36,121.9076667,125.5700824,124.613,0.5,0.5,0.5,9.84E-05,0.0003376825596,0.0001444472086,0.5019693616,0.1014670271,1.789595397,0.01042580382,0.00598350176,0.01069253244,0.0001776024479,9.23E-05,0.0002128211046,0.001269177969,0.0004277697663,0.001094008278,9.1,0.6,23.3,0.3,1.3,0.2,26.2,0.4,93.2,0.7,0.5803,0.0929,24.9,0.9,42.9,0.6,8.6,0.5,46.7,0.6,70.1,0.8,0.7141,0.0958,13.6,0.9,25.3,0.7,2.9,0.3,28.9,0.7,93.7,1.9,0.5897,0.132,24.8,1,42.9,0.6,8.7,0.6,47,0.7,73.4,1.3,0.7011,0.0964,8.1,0.7,16.4,0.6,1.3,0.2,18.5,0.7,136.3,5.3,0.4091,0.1706,24.1,0.9,41.4,0.5,7.6,0.5,45.4,0.6,72.3,0.8,0.6999,0.0964,14,0.9,27.7,0.6,3.1,0.3,31.6,0.7,91.9,2.2,0.6334,0.1473
jav,mad,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0,0.41,0.3285,1,0.4,849,2000,36,36,36,122.8756667,125.5700824,124.613,0.5,0.5,0.5,4.88E-05,0.0003376825596,0.0001444472086,0.7317043529,0.4381826773,1.789595397,0.008933921625,0.005297896722,0.01069253244,0.0004424313748,6.72E-05,0.0002128211046,0.001122444508,0.000294244653,0.001094008278,13.3,0.7,30.2,0.4,2.9,0.3,33.4,0.4,88.6,0.7,0.6298,0.0958,25.7,0.9,43.6,0.6,9.1,0.5,47.5,0.6,69.2,0.8,0.7136,0.0953,13.6,0.9,25.3,0.7,2.9,0.3,28.9,0.7,93.7,1.9,0.5897,0.132,24.9,0.9,42.9,0.5,8.6,0.5,46.9,0.6,69.3,0.8,0.7133,0.096,8.1,0.7,16.4,0.6,1.3,0.2,18.5,0.7,136.3,5.3,0.4091,0.1706,25.7,0.9,43.8,0.6,9.7,0.6,48.1,0.6,70.6,1.1,0.7097,0.094,14,0.9,27.7,0.6,3.1,0.3,31.6,0.7,91.9,2.2,0.6334,0.1473
jav,mad,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0,0.41,0.3285,1,0.4,849,2000,36,36,36,123.300303,125.5700824,124.613,0.5,0.5,0.5,4.42E-05,0.0003376825596,0.0001444472086,0.7551534012,0.48128009,1.789595397,0.00918924048,0.004999036298,0.01069253244,0.000155332609,8.45E-05,0.0002128211046,0.001114669669,0.0002732156199,0.001094008278,13.5,0.7,30.2,0.4,2.9,0.3,33.6,0.5,87.2,0.8,0.6311,0.0935,25.8,0.9,43.5,0.6,9.1,0.6,47.4,0.6,69.3,0.9,0.7139,0.0947,13.6,0.9,25.3,0.7,2.9,0.3,28.9,0.7,93.7,1.9,0.5897,0.132,24.9,0.9,43.6,0.6,8.8,0.5,47.7,0.6,72.2,1.1,0.7051,0.0903,8.1,0.7,16.4,0.6,1.3,0.2,18.5,0.7,136.3,5.3,0.4091,0.1706,25.8,1,43.7,0.6,9.6,0.5,48,0.6,69.9,1.2,0.7156,0.0956,14,0.9,27.7,0.6,3.1,0.3,31.6,0.7,91.9,2.2,0.6334,0.1473
jav,mak,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0.1,0.83,0.4722,0.7223,0.5,849,2000,36,36,36,117.414,123.942285,122.17,0.5,0.5,0.5,0.0003066073892,0.0003421175174,0.0001473356798,0.01077342655,1.168587994,1.747757019,0.01274537573,0.01081790386,0.0151845384,0.0002699275298,0.0001846343383,0.0004002542863,0.00133104186,0.001042367666,0.001202122585,4.7,0.4,16.7,0.3,0.6,0.2,19.6,0.3,99.5,0.8,0.4913,0.1075,20.4,0.9,39.5,0.5,6.1,0.5,43.8,0.5,81.6,1,0.7037,0.0956,13.4,0.9,25.7,0.6,2.9,0.3,29.3,0.6,99.5,2.1,0.594,0.1274,19,0.9,36.4,0.6,5.3,0.4,40.4,0.7,86.2,1.6,0.669,0.1189,7.7,0.7,15.2,0.6,1.2,0.2,17,0.7,149.9,6.1,0.3886,0.1585,18.8,0.9,36.6,0.6,5.3,0.4,40.6,0.6,87.2,1.2,0.6739,0.1126,12.5,0.9,24.7,0.6,2.3,0.3,28.3,0.6,104.1,2.4,0.5757,0.1452
jav,mak,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0.1,0.83,0.4722,0.7223,0.5,849,2000,36,36,36,121.114,123.942285,122.17,0.5,0.5,0.5,9.91E-05,0.0003421175174,0.0001473356798,0.5046558158,0.1072697617,1.747757019,0.009790004124,0.01032605089,0.0151845384,0.0001804279401,0.0002445039346,0.0004002542863,0.000886393259,0.0005376853745,0.001202122585,8.5,0.6,23.9,0.3,1.3,0.3,27.2,0.4,98.2,1,0.5892,0.0899,23.7,0.9,43.9,0.6,7.3,0.5,48.6,0.6,77.6,1,0.7189,0.0881,13.4,0.9,25.7,0.6,2.9,0.3,29.3,0.6,99.5,2.1,0.594,0.1274,22.9,0.9,42,0.6,6.7,0.5,46.5,0.6,79.1,1,0.7017,0.1029,7.7,0.7,15.2,0.6,1.2,0.2,17,0.7,149.9,6.1,0.3886,0.1585,22.8,0.9,42.5,0.5,6.9,0.4,47,0.6,79.4,1,0.7114,0.0929,12.5,0.9,24.7,0.6,2.3,0.3,28.3,0.6,104.1,2.4,0.5757,0.1452
jav,mak,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0.1,0.83,0.4722,0.7223,0.5,849,2000,36,36,36,122.0301667,123.942285,122.17,0.5,0.5,0.5,4.92E-05,0.0003421175174,0.0001473356798,0.7332202411,0.4439353052,1.747757019,0.009764030445,0.01048799479,0.0151845384,0.0002216353473,0.0002128188381,0.0004002542863,0.000749520629,0.0004615987795,0.001202122585,12.6,0.6,29.1,0.4,2.5,0.3,32.5,0.4,91.8,0.8,0.6321,0.0869,25.1,0.9,45.3,0.5,8.2,0.5,50,0.5,75.8,0.8,0.7222,0.0874,13.4,0.9,25.7,0.6,2.9,0.3,29.3,0.6,99.5,2.1,0.594,0.1274,24.3,0.9,43.9,0.6,7.5,0.5,48.5,0.6,78.2,1.1,0.7104,0.0989,7.7,0.7,15.2,0.6,1.2,0.2,17,0.7,149.9,6.1,0.3886,0.1585,24,0.9,43.9,0.6,7.6,0.5,48.6,0.6,78.2,0.9,0.7142,0.0916,12.5,0.9,24.7,0.6,2.3,0.3,28.3,0.6,104.1,2.4,0.5757,0.1452
jav,mak,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0.1,0.83,0.4722,0.7223,0.5,849,2000,36,36,36,122.4695455,123.942285,122.17,0.5,0.5,0.5,4.45E-05,0.0003421175174,0.0001473356798,0.7565811588,0.4868004607,1.747757019,0.009839326734,0.01031928842,0.0151845384,0.0001613622905,0.0002475044704,0.0004002542863,0.0007091085891,0.0004578619621,0.001202122585,12.9,0.6,28.8,0.4,2.4,0.3,32.1,0.4,89.4,0.6,0.6404,0.0874,25.2,0.9,45.4,0.6,8.3,0.5,50.2,0.6,76.4,1.2,0.7218,0.0885,13.4,0.9,25.7,0.6,2.9,0.3,29.3,0.6,99.5,2.1,0.594,0.1274,24.6,0.9,44,0.6,7.7,0.5,48.6,0.6,77.4,1.4,0.7133,0.0998,7.7,0.7,15.2,0.6,1.2,0.2,17,0.7,149.9,6.1,0.3886,0.1585,24.3,0.9,43.9,0.6,7.9,0.5,48.6,0.6,78.7,1.2,0.7139,0.0967,12.5,0.9,24.7,0.6,2.3,0.3,28.3,0.6,104.1,2.4,0.5757,0.1452
jav,min,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0.1,0.68,0.3871,0.7223,0.5,849,2000,36,36,36,115.169,122.581861,121.1595,0.5,0.5,0.5,0.0003125841155,0.000345914367,0.0001485644956,0.009284103647,1.218881645,1.764589254,0.01378152633,0.008384909807,0.01101787765,0.0005251689196,0.0001331369008,0.0001919400151,0.002445582627,0.001066737865,0.001309815513,5.9,0.5,18.9,0.3,0.7,0.2,22.1,0.3,98.7,0.7,0.4934,0.0912,34.8,1,53.4,0.5,17.5,0.7,56.9,0.5,56.1,0.9,0.7837,0.0813,24.9,1,42,0.7,9.4,0.5,45.9,0.7,73.1,1.1,0.7327,0.1085,33.4,1,52.1,0.6,17,0.6,55.5,0.6,56.7,1.2,0.7713,0.0902,8.4,0.7,16.8,0.6,1.4,0.2,18.7,0.7,136.6,5.3,0.4271,0.18,31.8,1,49.4,0.6,14.8,0.6,52.9,0.6,60.5,1,0.7501,0.0934,17.9,1.1,30.1,0.7,4,0.4,34,0.7,89.9,2.2,0.7126,0.1406
jav,min,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0.1,0.68,0.3871,0.7223,0.5,849,2000,36,36,36,118.674,122.581861,121.1595,0.5,0.5,0.5,0.0001011173467,0.000345914367,0.0001485644956,0.500812378,0.1019976524,1.764589254,0.01148254318,0.006023952807,0.01101787765,0.0002133958374,7.85E-05,0.0001919400151,0.001699714751,0.0005979878764,0.001309815513,14.8,0.8,33,0.4,4.2,0.4,36.3,0.5,81.8,0.5,0.6379,0.1004,39.1,0.9,57.2,0.5,21.5,0.7,60.7,0.5,51,0.8,0.7982,0.0774,24.9,1,42,0.7,9.4,0.5,45.9,0.7,73.1,1.1,0.7327,0.1085,35.5,1,54.4,0.6,19,0.7,57.8,0.6,56.4,1.2,0.7732,0.0927,8.4,0.7,16.8,0.6,1.4,0.2,18.7,0.7,136.6,5.3,0.4271,0.18,36.5,0.9,54.2,0.6,18.9,0.7,57.8,0.6,54.7,1.2,0.7799,0.0886,17.9,1.1,30.1,0.7,4,0.4,34,0.7,89.9,2.2,0.7126,0.1406
jav,min,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0.1,0.68,0.3871,0.7223,0.5,849,2000,36,36,36,119.4196667,122.581861,121.1595,0.5,0.5,0.5,5.02E-05,0.000345914367,0.0001485644956,0.7306029056,0.437992887,1.764589254,0.01063835842,0.005149462715,0.01101787765,0.0004790007522,4.19E-05,0.0001919400151,0.001278887298,0.0004911101352,0.001309815513,21.4,0.8,41.4,0.5,8.7,0.5,44.8,0.5,73.3,0.6,0.6968,0.0981,41.4,1,59.3,0.6,23.7,0.7,62.7,0.6,48.7,0.8,0.806,0.0766,24.9,1,42,0.7,9.4,0.5,45.9,0.7,73.1,1.1,0.7327,0.1085,38.5,0.9,57.1,0.5,21.3,0.7,60.6,0.6,53.6,1,0.7849,0.0826,8.4,0.7,16.8,0.6,1.4,0.2,18.7,0.7,136.6,5.3,0.4271,0.18,39.5,0.9,57,0.6,22.2,0.7,60.4,0.6,52.5,1.5,0.7831,0.0894,17.9,1.1,30.1,0.7,4,0.4,34,0.7,89.9,2.2,0.7126,0.1406
jav,min,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0.1,0.68,0.3871,0.7223,0.5,849,2000,36,36,36,119.8374242,122.581861,121.1595,0.5,0.5,0.5,4.55E-05,0.000345914367,0.0001485644956,0.754149288,0.48111785,1.764589254,0.01063093102,0.004986050243,0.01101787765,0.000205081753,9.93E-05,0.0001919400151,0.001216980412,0.0004750332251,0.001309815513,22.3,0.8,42,0.5,9.2,0.5,45.4,0.5,71.8,0.7,0.7045,0.0982,42,1,59.7,0.6,24.4,0.7,63.2,0.6,48.2,0.8,0.8071,0.0749,24.9,1,42,0.7,9.4,0.5,45.9,0.7,73.1,1.1,0.7327,0.1085,41.2,0.9,59.2,0.5,23.8,0.8,62.6,0.5,48.3,0.7,0.8037,0.0787,8.4,0.7,16.8,0.6,1.4,0.2,18.7,0.7,136.6,5.3,0.4271,0.18,40.1,0.9,58.3,0.5,22.6,0.7,61.8,0.5,50.7,0.8,0.7952,0.0787,17.9,1.1,30.1,0.7,4,0.4,34,0.7,89.9,2.2,0.7126,0.1406
jav,sun,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.5,0,0.74,0.4477,0.7223,0.6,849,2000,36,36,36,117.995,125.532391,124.5285,0.5,0.5,0.5,0.0003050976736,0.0003377839496,0.0001445452246,0.009363815934,1.233747747,1.787231583,0.0137240892,0.01033994223,0.01028825118,0.0003380658521,0.0002002936124,0.0001852590168,0.002343707295,0.001345316229,0.001191427897,5.7,0.5,19.7,0.3,0.7,0.2,23,0.3,98.5,0.7,0.4698,0.0998,37.1,1,54.4,0.6,20,0.7,57.4,0.6,53.4,0.8,0.834,0.0891,25,1.1,40.8,0.7,9.3,0.5,44.5,0.7,72.7,1.1,0.7589,0.1248,32.4,1.1,50.6,0.6,16.7,0.7,53.6,0.6,57.2,0.9,0.8024,0.1033,8.3,0.7,16.7,0.6,1.4,0.2,18.7,0.7,137.2,5.4,0.397,0.1785,31,1.1,48.2,0.6,14.9,0.6,51.3,0.6,60.5,0.8,0.7774,0.1092,18.6,1.1,31.2,0.7,4.2,0.4,34.9,0.7,88.6,2.2,0.7171,0.1503
jav,sun,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.5,0,0.74,0.4477,0.7223,0.6,849,2000,36,36,36,121.769,125.532391,124.5285,0.5,0.5,0.5,9.85E-05,0.0003377839496,0.0001445452246,0.5016231702,0.1012674641,1.787231583,0.01028067673,0.007029991107,0.01028825118,0.0001777467219,0.0001017229441,0.0001852590168,0.001439849243,0.0006635538888,0.001191427897,14.3,0.8,32.4,0.4,4.4,0.4,35.5,0.4,83.9,0.6,0.6229,0.1229,40,1,57,0.6,23.1,0.8,59.9,0.6,50.1,0.7,0.842,0.0849,25,1.1,40.8,0.7,9.3,0.5,44.5,0.7,72.7,1.1,0.7589,0.1248,36.9,1,54.9,0.6,20.8,0.8,57.9,0.6,52,0.8,0.8224,0.0952,8.3,0.7,16.7,0.6,1.4,0.2,18.7,0.7,137.2,5.4,0.397,0.1785,34.7,1.1,53.2,0.6,18.2,0.7,56.4,0.6,58.5,1.3,0.7942,0.1058,18.6,1.1,31.2,0.7,4.2,0.4,34.9,0.7,88.6,2.2,0.7171,0.1503
jav,sun,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.5,0,0.74,0.4477,0.7223,0.6,849,2000,36,36,36,122.4708333,125.532391,124.5285,0.5,0.5,0.5,4.90E-05,0.0003377839496,0.0001445452246,0.7309612974,0.437008574,1.787231583,0.009749432648,0.005982353232,0.01028825118,0.0005080797249,7.67E-05,0.0001852590168,0.001075688644,0.0004176467166,0.001191427897,20.3,0.9,39.6,0.5,8.2,0.5,42.6,0.5,74.3,0.6,0.6997,0.1215,41.8,1,58.5,0.6,24.6,0.8,61.4,0.6,48.4,0.7,0.8467,0.0847,25,1.1,40.8,0.7,9.3,0.5,44.5,0.7,72.7,1.1,0.7589,0.1248,39.7,1,57.3,0.6,23.3,0.8,60.2,0.6,49.3,0.7,0.8358,0.0899,8.3,0.7,16.7,0.6,1.4,0.2,18.7,0.7,137.2,5.4,0.397,0.1785,38.7,1,55.4,0.6,21.5,0.7,58.4,0.6,52,0.8,0.8195,0.1012,18.6,1.1,31.2,0.7,4.2,0.4,34.9,0.7,88.6,2.2,0.7171,0.1503
jav,sun,nusa_kalimat_mt,6600,nusa_kalimat_mt,0.5,0,0.74,0.4477,0.7223,0.6,849,2000,36,36,36,122.9181818,125.532391,124.5285,0.5,0.5,0.5,4.44E-05,0.0003377839496,0.0001445452246,0.7545142784,0.4802486925,1.787231583,0.009622450631,0.005493988441,0.01028825118,0.0001595311019,8.51E-05,0.0001852590168,0.001067864774,0.0003979882923,0.001191427897,20.5,0.9,40.2,0.5,8.3,0.5,43.2,0.5,73.3,0.7,0.7034,0.1174,41.7,1,58.4,0.6,24.6,0.8,61.3,0.6,48.5,0.8,0.8452,0.0856,25,1.1,40.8,0.7,9.3,0.5,44.5,0.7,72.7,1.1,0.7589,0.1248,40,1,57.5,0.6,23.8,0.8,60.4,0.6,49.3,0.7,0.8367,0.0887,8.3,0.7,16.7,0.6,1.4,0.2,18.7,0.7,137.2,5.4,0.397,0.1785,40,1,57.2,0.6,23,0.8,60.2,0.6,49.8,0.8,0.8344,0.0893,18.6,1.1,31.2,0.7,4.2,0.4,34.9,0.7,88.6,2.2,0.7171,0.1503
mad,bew,nusa_kalimat_mt,1000,nusa_kalimat_mt,0.3333,0,0.86,0.6328,0.8278,0.7,849,2000,36,36,36,115.338,122.573616,121.6515,0.5,0.5,0.5,0.0003121260989,0.0003459376351,0.0001479636503,0.009552876899,1.230941941,1.790219057,0.01364157117,0.009674681929,0.0102928626,0.0003891882171,0.0001456931773,0.0002438154972,0.002167273558,0.001269157866,0.001410481164,4.9,0.5,16.1,0.3,0.5,0.2,18.8,0.3,102.5,1,0.4404,0.0806,25.8,1,44.5,0.6,11.1,0.6,48.1,0.7,65.6,0.8,0.7243,0.1039,14.8,0.9,29.2,0.7,3,0.3,33.2,0.7,89.5,1.2,0.5737,0.1322,21.5,1.1,40.9,0.7,9,0.5,44.3,0.8,74.8,1.8,0.6684,0.1315,6,0.5,14.9,0.7,1,0.2,16.9,0.8,149.8,6.4,0.3792,0.1864,21.7,1,40.1,0.7,8.7,0.6,43.9,0.7,70.8,1,0.6904,0.1169,14,0.9,28.9,0.6,2.6,0.3,33,0.6,89.2,1.1,0.5796,0.1276
mad,bew,nusa_kalimat_mt,3000,nusa_kalimat_mt,0.3333,0,0.86,0.6328,0.8278,0.7,849,2000,36,36,36,118.9146667,122.573616,121.6515,0.5,0.5,0.5,0.0001009126993,0.0003459376351,0.0001479636503,0.50167787,0.1011175963,1.790219057,0.01104729124,0.007116080948,0.0102928626,0.0001931141665,0.0001178689187,0.0002438154972,0.001264604861,0.0006779845749,0.001410481164,6.3,0.5,16.5,0.6,1.8,0.3,18.3,0.6,98.1,1.1,0.4687,0.1675,30.2,1,49.5,0.6,15,0.7,53.1,0.6,59.1,0.8,0.7544,0.1003,14.8,0.9,29.2,0.7,3,0.3,33.2,0.7,89.5,1.2,0.5737,0.1322,22.3,1.1,37.3,1.2,11.8,0.7,40,1.3,70,1.5,0.6341,0.2342,6,0.5,14.9,0.7,1,0.2,16.9,0.8,149.8,6.4,0.3792,0.1864,26,1,44.8,0.7,11.1,0.6,48.5,0.7,64.7,0.8,0.7111,0.1056,14,0.9,28.9,0.6,2.6,0.3,33,0.6,89.2,1.1,0.5796,0.1276
mad,bew,nusa_kalimat_mt,6000,nusa_kalimat_mt,0.3333,0,0.86,0.6328,0.8278,0.7,849,2000,36,36,36,119.6689437,122.573616,121.6515,0.5,0.5,0.5,5.01E-05,0.0003459376351,0.0001479636503,0.7312194867,0.4372611441,1.790219057,0.01010793456,0.005675145302,0.0102928626,0.0004888900322,0.004401906434,0.0002438154972,0.001027859639,0.0004539409648,0.001410481164,9.9,0.7,21.2,0.5,2.1,0.3,23.5,0.6,91.3,0.6,0.524,0.1364,31.5,1.1,50.7,0.7,16.1,0.7,54.3,0.7,57.7,0.9,0.7603,0.1018,14.8,0.9,29.2,0.7,3,0.3,33.2,0.7,89.5,1.2,0.5737,0.1322,23.5,1,41.6,1,12.7,0.7,44.7,1,69.5,1.3,0.6663,0.1902,6,0.5,14.9,0.7,1,0.2,16.9,0.8,149.8,6.4,0.3792,0.1864,26.2,1.1,45.9,0.8,13.2,0.7,49.6,0.8,67.6,1.7,0.7143,0.135,14,0.9,28.9,0.6,2.6,0.3,33,0.6,89.2,1.1,0.5796,0.1276
