cv_rmse,test_source_rmse,test_target_rmse,train_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_test_sentence_length_importance,train_test_word_overlap_importance,ttr_train_importance,ttr_test_importance,train_test_ttr_distance_importance,train_test_jsd_importance,train_test_tf_idf_importance,train_test_st_similarity_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,directional_indicator_importance,smollm_135m_score_importance,smollm_360m_score_importance,bloomz_560m_score_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_smollm_135m,with_smollm_360m,with_bloomz_560m,with_bloomz_1b
5.5061188807134,4.34840533561257,6.316328969267222,0.032130886,0.12253803,0.033590205,0.025246512,0.030115753,0.051752158,0.033316985,0.024307359,0.08144578,0.0235232,0.03333484,0.05793185,0.027864197,0.016811758,0.013172996,0.017636983,0.014966282,0.008124424,,0.35218978,,0.0406046242505319,4150.0,0.0139765948551755,0.1334640346961493,0.5133947469905398,zh-TW,False,True,True,False,True,False,False
6.0091642660202265,5.696513746746922,6.340456445086722,0.038365357,0.09585054,0.040291008,0.04101585,0.14016,0.037872374,0.06496872,0.013875675,0.11880402,0.01936841,0.053125203,0.0751251,0.046379603,0.022977773,0.013731618,0.017273646,0.015120052,0.011312905,,,0.1343821,0.0430916417009164,4100.0,0.038005973369731,0.4165229833841964,0.3418543163246896,zh-TW,False,True,True,False,False,True,False
5.434974797932515,7.971023053686191,8.310574179643632,0.029449442,0.11634238,0.032834966,0.022767823,0.021904442,0.039596446,0.02706235,0.022671627,0.024795888,0.016291386,0.032004684,0.048065327,0.02461085,0.0142629985,0.011849919,0.017696809,0.013348666,0.0060706637,0.076144144,0.3698531,0.03237605,0.0366841211867252,4700.0,0.0271043685512529,0.1206747747801741,0.3202810869169332,jv-ID,False,True,True,True,True,True,False
6.590760158545235,6.427428146080169,17.984991489053947,0.061524767,0.10668163,0.045241814,0.0590963,0.20046823,0.05773721,0.10004616,0.017815309,,,,0.17735685,0.06842248,0.026887512,0.018738944,0.02674459,0.033238202,,,,,0.0392122285119315,4100.0,0.0512768975028384,0.1566947876726621,0.3286381183748451,jv-ID,True,False,False,False,False,False,False
5.90280419773503,8.406434869903798,12.497394611289872,0.04086832,0.13046852,0.034077473,0.038464315,0.022156063,0.056179892,0.07001297,0.023252789,0.080596484,0.02658979,0.037469666,0.06710501,0.03638906,0.017029252,0.014668718,0.022473326,0.014502512,0.009532663,0.25816315,,,0.0462538023395694,3650.0,0.0248000373526393,0.3285914757593712,0.4401713943903269,jv-ID,False,True,True,True,False,False,False
5.417952870406495,8.197168863195044,7.556567388879296,0.0333086,0.13278998,0.033255033,0.02598382,0.027143514,0.048676215,0.034756478,0.02512345,0.07263388,0.020323891,0.035150696,0.06621758,0.028624216,0.01569653,0.013482736,0.019101014,0.016312096,0.007300717,,0.34411955,,0.0413170427623385,4550.0,0.0278400896514296,0.2667636350152437,0.1427091245282046,jv-ID,False,True,True,False,True,False,False
5.89945596209928,8.030571851312434,14.946601558116155,0.041070692,0.098149374,0.043853678,0.042673368,0.114622675,0.039722107,0.06499972,0.013416533,0.11365984,0.021738516,0.052794777,0.07708803,0.051009804,0.01974138,0.014116006,0.019154757,0.015550509,0.011779948,,,0.14485827,0.0451840327297396,4500.0,0.0312068438941722,0.4136270089181685,0.4087521715928299,jv-ID,False,True,True,False,False,True,False
5.397112864333247,10.166540318274969,10.761157302038498,0.032516748,0.10870987,0.028509919,0.022074243,0.020611085,0.03875561,0.030536547,0.02281277,0.0241552,0.014112261,0.034343295,0.055858977,0.01658434,0.01527668,0.010944853,0.015800469,0.013617555,0.0062533757,0.08230557,0.37430185,0.03191878,0.0372936115398458,4450.0,0.0307073195652298,0.2926830693726574,0.282000688085316,ta-IN,False,True,True,True,True,True,False
6.577007106328535,9.548704724023477,10.985705428956782,0.065011665,0.106275365,0.042957805,0.0593924,0.20508626,0.05524791,0.094926514,0.017298698,,,,0.17962538,0.055770487,0.029495377,0.017729005,0.027484303,0.043698855,,,,,0.0354385127893533,3850.0,0.0694708618589984,0.0786031973638953,0.439349074840285,ta-IN,True,False,False,False,False,False,False
5.882982108998071,10.308714822703752,9.367551182880351,0.0514374,0.12551306,0.029378664,0.03945339,0.020946866,0.053245388,0.059185404,0.021985361,0.082795545,0.025341656,0.04106389,0.07631157,0.026106637,0.017119152,0.014055339,0.022298086,0.015780099,0.009042253,0.26894024,,,0.0354560614095145,4450.0,0.0358386554142189,0.2359124768738904,0.1653635111565006,ta-IN,False,True,True,True,False,False,False
